type,orientation,entity,area,role_parent_1,role_owner,item_parent_2,item_parent_2_id,item_parent_1,item_parent_1_id,item_name,item_id,item_granularity,time_hours_par,description,instructions,addundum_extras,confidence,count_name,frequency,quality
Internal,Employee,HLK Tech Lab,Data,Data Architect,Data Governance Lead,HLK Data Governance,thi_data_prj_1,MasterData/Architecture,thi_data_ws_2,Data Modeling,thi_data_dtp_77,process,,,,,3,1,,
Internal,Employee,HLK Tech Lab,Data,Data Architect,Data Governance Lead,HLK Data Governance,thi_data_prj_1,MasterData/Architecture,thi_data_ws_2,Column Types,thi_data_dtp_78,task,,,,,3,1,,
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Engage,thi_opera_ws_1,Project charter,thi_opera_dtp_79,task,,,,,3,1,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Back-End Developer,HLK Infrastructure and DevOPS,env_tech_prj_4,Data Management,thi_data_ws_1,Supabase Client Onboarding,env_tech_dtp_80,task,,,,,3,1,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Front-End Developer,Next.js Web App,thi_tech_dtp_1,Components UI Development,env_tech_dtp_8,"New Entry Form UX&UI - (suitable for revenue, not included in ""e-commerce admin"")",env_tech_dtp_81,task,,The process is under UI Responsibility,,,3,1,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Front-End Developer,Next.js Web App,thi_tech_dtp_1,Components UI Development,env_tech_dtp_8,"Contract Form UX&UI (suitable for revenue, not included in ""e-commerce admin"")",env_tech_dtp_82,task,,,,,3,1,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Front-End Developer,Next.js Web App,thi_tech_dtp_1,Components UI Development,env_tech_dtp_8,Expense Form UX&UI,env_tech_dtp_83,task,,,,,3,1,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Front-End Developer,Next.js Web App,thi_tech_dtp_1,Components UI Development,env_tech_dtp_8,Campaign Result Form (possible RPA) - UX&UI,env_tech_dtp_84,task,,,,,2,1,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Front-End Developer,Next.js Web App,thi_tech_dtp_1,Components UI Development,env_tech_dtp_8,"User Form for Generative AI - UX&UI (par is two use cases per modality, text, tts, stt, image, etc. Experimental is agent collaboration frameworks if placed on top of any of the former use cases)",env_tech_dtp_85,task,,,,,3,1,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Front-End Developer,Next.js Web App,thi_tech_dtp_1,Components UI Development,env_tech_dtp_8,"User Form for AI Agent collaboration frameworks - UX&UI - Experimental because of the market, especially if placed on top of any of our former AI use cases",env_tech_dtp_86,task,,,,,2,1,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Front-End Developer,Next.js Web App,thi_tech_dtp_1,Components UI Development,env_tech_dtp_8,User Form for RAG - UX&UI - (par is semantic chunking & semantic search. Semantic routing is experimental),env_tech_dtp_87,task,,,,,3,1,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Front-End Developer,Next.js Web App,thi_tech_dtp_1,Components UI Development,env_tech_dtp_8,User Form for GraphRAG - UX&UI - (par is semantic chunking & semantic search. Semantic routing is experimental),env_tech_dtp_88,task,,,,,1,1,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Front-End Developer,Next.js Web App,thi_tech_dtp_1,Components UI Development,env_tech_dtp_8,Form for Business Developer - UX&UI - (options & types),env_tech_dtp_89,task,,,,,2,1,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Front-End Developer,Next.js Web App,thi_tech_dtp_1,Components UI Development,env_tech_dtp_8,Form for e-commerce admin - products - UX&UI - (new/add/modify/delete),env_tech_dtp_90,task,,,,,2,1,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Front-End Developer,Next.js Web App,thi_tech_dtp_1,Components UI Development,env_tech_dtp_8,Form for e-commerce admin - pages - UX&UI - (new/add/modify/delete),env_tech_dtp_91,task,,,,,2,1,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Front-End Developer,Next.js Web App,thi_tech_dtp_1,Components UI Development,env_tech_dtp_8,Form for e-commerce admin - sales & payments - UX&UI - (new/add/modify/delete),env_tech_dtp_92,task,,,,,2,1,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Front-End Developer,Next.js Web App,thi_tech_dtp_1,Components UI Development,env_tech_dtp_8,Form for e-commerce admin - customer & vendors - UX&UI - (new/add/modify/delete),env_tech_dtp_93,task,,,,,2,1,,
Internal,Employee,Holistika,Research,Holistik Researcher,HUMINT Specialist,Holistika Research and Methodology,hol_resea_prj_1,HUMINT Techniques,hol_resea_ws_1,Enriched Interview,hol_resea_dtp_94,process,,,,,2,1,,
Internal,Employee,Holistika,Research,Holistik Researcher,HUMINT Specialist,Holistika Research and Methodology,hol_resea_prj_1,HUMINT Techniques,hol_resea_ws_1,Focus group,hol_resea_dtp_95,process,,,,,2,1,,
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Stakeholder and Communications,thi_opera_ws_3,Meeting Preparation,thi_opera_dtp_96,task,,,,,2,1,,
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Engage,thi_opera_ws_1,List of Requirements,thi_opera_dtp_97,process,,,,,2,1,,
Internal,Employee,Think Big,People,People,Talent,Holistika People and Organisational Development,hol_peopl_prj_1,Talent Development,hol_peopl_ws_2,B2E Candidate Interview,thi_peopl_dtp_98,task,,,,,2,1,,
Internal,Employee,Holistika,Research,Holistik Researcher,Lead Researcher,Holistika Research and Methodology,hol_resea_prj_1,Research Techniques,hol_resea_ws_5,HxPESTAL,hol_resea_dtp_99,process,,,,,2,1,,
Internal,Employee,Holistika,Research,Holistik Researcher,Lead Researcher,Holistika Research and Methodology,hol_resea_prj_1,Research Techniques,hol_resea_ws_5,Create Analogy,hol_resea_dtp_100,process,,,,,2,1,,
Internal,Employee,Holistika,People,People,Compliance,Holistika People and Organisational Development,hol_peopl_prj_1,Compliance Methodology,hol_peopl_ws_1,Apply Policy Framework,hol_peopl_dtp_101,process,,,,,2,1,,
Internal,Employee,Holistika,People,People,Compliance,Holistika People and Organisational Development,hol_peopl_prj_1,Compliance Methodology,hol_peopl_ws_1,Rant Policy,hol_peopl_dtp_102,process,,,,,2,1,,
Internal,Employee,Holistika,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Think Big Operational Excellence,thi_opera_prj_1,List Existing Use Cases,hol_opera_dtp_103,process,,,,,2,1,,
Internal,Employee,Holistika,People,People,Compliance,Holistika People and Organisational Development,hol_peopl_prj_1,Compliance Methodology,hol_peopl_ws_1,Isolate Concept,hol_peopl_dtp_104,process,,,,,2,1,,
Internal,Employee,Holistika,People,People,Talent,Holistika People and Organisational Development,hol_peopl_prj_1,Talent Development,hol_peopl_ws_2,Declare Signifier,hol_peopl_dtp_105,process,,,,,2,1,,
Internal,Employee,Holistika,People,People,Talent,Holistika People and Organisational Development,hol_peopl_prj_1,Talent Development,hol_peopl_ws_2,Regression Definition and Techniques,hol_peopl_dtp_106,process,,,,,,,,
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Think Big Operational Excellence,thi_opera_prj_1,Document,thi_opera_dtp_107,process,,,,,,,,
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Think Big Operational Excellence,thi_opera_prj_1,Design Process Flow,thi_opera_dtp_108,process,,,,,,,,
Internal,Employee,Think Big,Marketing,Branding,Copywriter,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Branding web,thi_mkt_dtp_6,Identify Personal Discourse,thi_marke_dtp_109,process,,,,,,,,
Internal,Employee,Holistika,Research,Holistik Researcher,Lead Researcher,Holistika Research and Methodology,hol_resea_prj_1,Research Techniques,hol_resea_ws_5,6 Ws,hol_resea_dtp_110,process,,,,,,,,
Internal,Employee,Think Big,People,People,Compliance,Holistika People and Organisational Development,hol_peopl_prj_1,Compliance Methodology,hol_peopl_ws_1,Design MO,thi_peopl_dtp_111,process,,,,,,,,
Internal,Employee,Holistika,Research,Holistik Researcher,Lead Researcher,Holistika Research and Methodology,hol_resea_prj_1,Research Techniques,hol_resea_ws_5,List Examples for Engage Project Charter,hol_resea_dtp_112,process,,,,,,,,
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Think Big Operational Excellence,thi_opera_prj_1,List Dependencies,thi_opera_dtp_113,process,,,,,,,,
Internal,Employee,Holistika,People,People,Talent,Holistika Project Lifecycle,hol_peopl_ws_3,Item Phases,hol_peopl_ws_ip1,Terraform,hol_peopl_dtp_114,process,,,,,,,,
Internal,Employee,Holistika,People,People,Talent,Holistika Project Lifecycle,hol_peopl_ws_3,Item Phases,hol_peopl_ws_ip1,Sell,hol_peopl_dtp_115,process,,,,,,,,
Internal,Employee,Holistika,People,People,Talent,Holistika Project Lifecycle,hol_peopl_ws_3,Item Phases,hol_peopl_ws_ip1,Normalize,hol_peopl_dtp_116,process,,,,,,,,
Internal,Employee,Holistika,People,People,Talent,Holistika Project Lifecycle,hol_peopl_ws_3,Item Phases,hol_peopl_ws_ip1,Pacify,hol_peopl_dtp_117,process,,,,,,,,
Internal,Employee,Holistika,People,People,Talent,Holistika Project Lifecycle,hol_peopl_ws_3,Item Phases,hol_peopl_ws_ip1,Engage (Holistika Project Lifecycle),hol_peopl_dtp_118,process,,,,,,,,
Internal,Employee,Holistika,People,People,Talent,Holistika Project Lifecycle,hol_peopl_ws_3,Item Phases,hol_peopl_ws_ip1,Hijack,hol_peopl_dtp_119,process,,,,,,,,
Internal,Employee,Think Big,Operations,Operations,PMO,Holistika Project Lifecycle,hol_peopl_ws_3,Item Phases,hol_peopl_ws_ip1,Plan,thi_opera_dtp_120,process,,,,,,,,
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Engage,thi_opera_ws_1,List Objectives,thi_opera_dtp_121,process,,,,,,,,
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Engage,thi_opera_ws_1,List Deliverables,thi_opera_dtp_122,process,,,,,,,,
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Engage,thi_opera_ws_1,Define Success,thi_opera_dtp_123,process,,,,,,,,
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Engage,thi_opera_ws_1,List Success Metrics,thi_opera_dtp_124,process,,,,,,,,
Internal,Employee,Think Big,Finance,CFO,Business Controller,Think Big Finance Architecture,thi_finan_prj_1,Financial Forecast,thi_finan_ws_1,Budget Scope,thi_finan_dtp_125,process,,,,,,,,
Internal,Employee,Think Big,Finance,CFO,Business Controller,Think Big Finance Architecture,thi_finan_prj_1,Financial Forecast,thi_finan_ws_1,Pricing Definition,thi_finan_dtp_126,process,,,,,,,,
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Engage,thi_opera_ws_1,Define Stakeholders,thi_opera_dtp_127,process,,,,,,,,
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Engage,thi_opera_ws_1,Define Project Budget,thi_opera_dtp_128,process,,,,,,,,
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Engage,thi_opera_ws_1,Define Project Scope,thi_opera_dtp_129,process,,,,,,,,
Internal,Employee,Holistika,Operations,TBD,TBD,Holistika Process Governance Framework,hol_ops_pgf_1,Think Big Operational Excellence,thi_opera_prj_1,Exploit (TBD),tbd_tbd_dtp_130,process,,,,,,,,
Internal,Employee,Think Big,People,People,Talent,Holistika People and Organisational Development,hol_peopl_prj_1,Talent Development,hol_peopl_ws_2,Consult Hard-Skillers for Estimation,thi_peopl_dtp_131,process,,,,,,,,
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Project Estimation,thi_opera_ws_2,Time Estimations,thi_opera_dtp_132,process,,,,,,,,
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Project Estimation,thi_opera_ws_2,Effort Estimations,thi_opera_dtp_133,task,,,,,,,,
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Project Estimation,thi_opera_ws_2,Budget Estimations,thi_opera_dtp_134,task,,,,,,,,
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Project Estimation,thi_opera_ws_2,Declare Min,thi_opera_dtp_135,task,,,,,,,,
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Project Estimation,thi_opera_ws_2,Declare Par,thi_opera_dtp_136,task,,,,,,,,
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Project Estimation,thi_opera_ws_2,Declare Max,thi_opera_dtp_137,task,,,,,,,,
Internal,Employee,Holistika,Operations,TBD,TBD,Holistika Process Governance Framework,hol_ops_pgf_1,Think Big Operational Excellence,thi_opera_prj_1,Identify Resistances,tbd_tbd_dtp_138,task,,,,,,,,
Internal,Employee,Holistika,People,People,Compliance,Holistika People and Organisational Development,hol_peopl_prj_1,Compliance Methodology,hol_peopl_ws_1,"Allies, Neutrals and Enemies: A comprehensive take on Ethics and Moral over an NPS and CORPINT framework",hol_peopl_dtp_139,process,,,,,,,,
Internal,Employee,Holistika,People,People,Talent,Holistika People and Organisational Development,hol_peopl_prj_1,Talent Development,hol_peopl_ws_2,Arrowhead Strategy,hol_peopl_dtp_140,process,,,,,,,,
Internal,Employee,Holistika,People,People,Talent,Holistika People and Organisational Development,hol_peopl_prj_1,Talent Development,hol_peopl_ws_2,Conceptualize,hol_peopl_dtp_141,process,,,,,,,,
Internal,Employee,Holistika,Research,Holistik Researcher,Intelligence Analyst,Holistika Research and Methodology,hol_resea_prj_1,Intelligence Matrix Operations,hol_resea_ws_2,Place in Intelligence Matrix,hol_resea_dtp_142,process,,"The intelligence matrix is an analytical tool that allows for the classification of information based on various criteria such as its nature, source, security level, and intended use. It helps structure information and understand its context. By categorizing data, the matrix allows for the determination of the reliability and usefulness of each piece of information. This tool can be used in various fields to organize research, manage sensitive data, and facilitate decision-making. The intelligence matrix offers a methodical framework for processing information efficiently and securely","The Intelligence Matrix can be used in different ways, depending on your needs. Here is an example method Searching for information on a theme External analysis of this information Analysis using the information matrix Structured understanding of the information Classifying the information",,,,,
Internal,Employee,Holistika,Research,Holistik Researcher,Intelligence Analyst,Holistika Research and Methodology,hol_resea_prj_1,Intelligence Matrix Operations,hol_resea_ws_2,Classify Intel,hol_resea_dtp_143,task,,,,,,,,
Internal,Employee,Holistika,Research,Holistik Researcher,Intelligence Analyst,Holistika Research and Methodology,hol_resea_prj_1,Intelligence Matrix Operations,hol_resea_ws_2,Output 1,hol_resea_dtp_144,task,,,,,,,,
Internal,Employee,Holistika,Research,Holistik Researcher,Intelligence Analyst,Holistika Research and Methodology,hol_resea_prj_1,Intelligence Matrix Operations,hol_resea_ws_2,Output 2,hol_resea_dtp_145,task,,,,,,,,
Internal,Employee,Holistika,Research,Holistik Researcher,Intelligence Analyst,Holistika Research and Methodology,hol_resea_prj_1,Intelligence Matrix Operations,hol_resea_ws_2,Output 3,hol_resea_dtp_146,task,,,,,,,,
Internal,Employee,Holistika,People,People,Talent,Holistika People and Organisational Development,hol_peopl_prj_1,Talent Development,hol_peopl_ws_2,4th Wall Phases,hol_peopl_dtp_147,process,,,,,,,,
Internal,Employee,Holistika,Operations,Operations,PMO,Holistika Process Governance Framework,hol_ops_pgf_1,Think Big Operational Excellence,thi_opera_prj_1,Program Management,hol_opera_dtp_148,process,,,,,,,,
Internal,Employee,Holistika,Operations,Operations,PMO,Holistika Research and Methodology,hol_resea_prj_1,Intelligence Matrix Operations,hol_resea_ws_2,Scenario Management,hol_opera_dtp_149,process,,Scenario management is a proactive method which involves exploring different future hypotheses in a given field. It enables potential challenges to be anticipated and appropriate solutions to be developed. The use of an intelligence matrix facilitates the classification and analysis of relevant information for each scenario.,,,,,,
Internal,Employee,Holistika,Research,Holistik Researcher,Intelligence Analyst,Holistika Research and Methodology,hol_resea_prj_1,Intelligence Matrix Operations,hol_resea_ws_2,Generational Filter,hol_resea_dtp_150,process,,"The generational filter is an analytical process that dissects the perceptions, behaviors, and forecasts of different generations. It combines digital and social research to understand the nuances of each generation, identify their values and motivations, and anticipate their trends and impacts. This process helps with strategic decision-making, particularly for administrator and decision-maker it allows for anticipating changes and adapting to future developments. However, it is important to note its limitations: risk of stereotypes, need for regular updates, influence of context, difficulty of long-term forecasting, and dependence on data quality.","Define the research question : Before starting the research, clearly define the research question and the objectives I want to achieve. Collect data : Use the generational filter to collect data specific to each generation. You could use different data sources, such as surveys, interviews, focus groups, online content analysis, Make sure to collect data representative of each generation. Analyze the info : Use qualitative and quantitative analysis methods to analyze the collected data. The generational filter would allow me to compare the responses and behaviors of different generations and identify significant trends and differences. Interpret the results : Interpret the research results taking into account the specificities of each generation. D'ont abuse generalizations and nuance my conclusions according to the context. Diffuse the results sing the generational filter in a rigorous and methodical way, I could conduct in-depth research and produce relevant and useful results.",,,,,
Internal,Employee,Holistika,Operations,Operations,PMO,Holistika Process Governance Framework,hol_ops_pgf_1,Stakeholder and Communications,thi_opera_ws_3,Stakeholder management,hol_opera_dtp_151,process,,,,,,,,
Internal,Employee,Holistika,Operations,Operations,PMO,Holistika Process Governance Framework,hol_ops_pgf_1,Think Big Operational Excellence,thi_opera_prj_1,ROD/Scrum meeting,hol_opera_dtp_152,process,,,,,,,,
Internal,Employee,Holistika,Operations,Operations,PMO,Holistika Process Governance Framework,hol_ops_pgf_1,Think Big Operational Excellence,thi_opera_prj_1,Regression Process Execution,hol_opera_dtp_153,process,,,,,,,,
Internal,Employee,Holistika,Research,Holistik Researcher,Holistik Researcher,Holistika Research and Methodology,hol_resea_prj_1,Deep Research,hol_resea_ws_4,Intelligence Assessment,hol_resea_dtp_154,process,,,,,,,,
